Date,Market Cap
2000-09-13 00:00:00-04:00,6583588026.222351
2000-09-14 00:00:00-04:00,6521903929.962158
2000-09-15 00:00:00-04:00,6664384420.280334
2000-09-18 00:00:00-04:00,6275117695.040283
2000-09-19 00:00:00-04:00,6469016871.543762
2000-09-20 00:00:00-04:00,6257500160.589111
2000-09-21 00:00:00-04:00,6526303181.969543
2000-09-22 00:00:00-04:00,6639407430.588013
2000-09-25 00:00:00-04:00,7115333775.607605
2000-09-26 00:00:00-04:00,7285725067.738342
2000-09-27 00:00:00-04:00,7685256469.966797
2000-09-28 00:00:00-04:00,7920286929.986084
2000-09-29 00:00:00-04:00,7697012244.869385
2000-10-02 00:00:00-04:00,7514868843.268494
2000-10-03 00:00:00-04:00,7109445624.945496
2000-10-04 00:00:00-04:00,7027185990.259827
2000-10-05 00:00:00-04:00,6862682848.791199
2000-10-06 00:00:00-04:00,6433753945.354919
2000-10-09 00:00:00-04:00,6574766796.526489
2000-10-10 00:00:00-04:00,6075350161.209839
2000-10-11 00:00:00-04:00,6128238319.257965
2000-10-12 00:00:00-04:00,5887341701.171173
2000-10-13 00:00:00-04:00,6122348335.879639
2000-10-16 00:00:00-04:00,5981335851.251312
2000-10-17 00:00:00-04:00,5546538957.031311
2000-10-18 00:00:00-04:00,5458409865.388947
2000-10-19 00:00:00-04:00,5987224734.999908
2000-10-20 00:00:00-04:00,6545392754.086243
2000-10-23 00:00:00-04:00,6398511545.5877075
2000-10-24 00:00:00-04:00,6192857327.268127
2000-10-25 00:00:00-04:00,5652310508.065399
2000-10-26 00:00:00-04:00,5893205659.979218
2000-10-27 00:00:00-04:00,5758058600.331909
2000-10-30 00:00:00-05:00,5352661406.579193
2000-10-31 00:00:00-05:00,5841787706.880402
2000-11-01 00:00:00-05:00,5840320800.820282
2000-11-02 00:00:00-05:00,6286873469.942871
2000-11-03 00:00:00-05:00,6698161380.1604
2000-11-06 00:00:00-05:00,7215217542.522827
2000-11-07 00:00:00-05:00,6727536155.687134
2000-11-08 00:00:00-05:00,6527769354.943176
2000-11-09 00:00:00-05:00,5846209684.568878
2000-11-10 00:00:00-05:00,5528917757.147705
2000-11-13 00:00:00-05:00,5552427474.236664
2000-11-14 00:00:00-05:00,6568899905.372498
2000-11-15 00:00:00-05:00,6482238086.333496
2000-11-16 00:00:00-05:00,6075350161.209839
2000-11-17 00:00:00-05:00,5957849592.929932
2000-11-20 00:00:00-05:00,5499540782.361511
2000-11-21 00:00:00-05:00,5393792323.551758
2000-11-22 00:00:00-05:00,5111765155.035645
2000-11-24 00:00:00-05:00,5405523540.057037
2000-11-27 00:00:00-05:00,5223380138.456146
2000-11-28 00:00:00-05:00,4834136138.897186
2000-11-29 00:00:00-05:00,4535955043.10083
2000-11-30 00:00:00-05:00,3807374105.8323975
2000-12-01 00:00:00-05:00,4183418883.196228
2000-12-04 00:00:00-05:00,4248037891.2063904
2000-12-05 00:00:00-05:00,4524199268.198242
2000-12-06 00:00:00-05:00,3877881997.591156
2000-12-07 00:00:00-05:00,3807374105.8323975
2000-12-08 00:00:00-05:00,4676967527.7291565
2000-12-11 00:00:00-05:00,4676967527.7291565
2000-12-12 00:00:00-05:00,4547709351.830444
2000-12-13 00:00:00-05:00,4195174658.098816
2000-12-14 00:00:00-05:00,3907258239.290863
2000-12-15 00:00:00-05:00,3519480046.1622925
2000-12-18 00:00:00-05:00,3635519206.530731
2000-12-19 00:00:00-05:00,3360823635.969269
2000-12-20 00:00:00-05:00,2996556626.1026306
2000-12-21 00:00:00-05:00,2620512215.2820435
2000-12-22 00:00:00-05:00,3296205361.0455933
2000-12-26 00:00:00-05:00,3161057568.311798
2000-12-27 00:00:00-05:00,3372577211.6123962
2000-12-28 00:00:00-05:00,3390199144.582489
2000-12-29 00:00:00-05:00,3080261540.797058
2001-01-02 00:00:00-05:00,2814411758.328766
2001-01-03 00:00:00-05:00,3678115196.8471985
2001-01-04 00:00:00-05:00,4101156682.707855
2001-01-05 00:00:00-05:00,3487148732.8342285
2001-01-08 00:00:00-05:00,3819129514.191742
2001-01-09 00:00:00-05:00,3895502097.8450317
2001-01-10 00:00:00-05:00,4165776423.8045044
2001-01-11 00:00:00-05:00,4512443859.838898
2001-01-12 00:00:00-05:00,4418426984.077667
2001-01-16 00:00:00-05:00,4071782273.724365
2001-01-17 00:00:00-05:00,4218660916.4201965
2001-01-18 00:00:00-05:00,5028034948.857422
2001-01-19 00:00:00-05:00,4894356261.443207
2001-01-22 00:00:00-05:00,4700455618.766754
2001-01-23 00:00:00-05:00,5169050365.831696
2001-01-24 00:00:00-05:00,5147007188.259613
2001-01-25 00:00:00-05:00,4629949559.724213
2001-01-26 00:00:00-05:00,4776852027.7308655
2001-01-29 00:00:00-05:00,4800338652.5954895
2001-01-30 00:00:00-05:00,4906109837.086334
2001-01-31 00:00:00-05:00,4853223878.297668
2001-02-01 00:00:00-05:00,4878200134.903503
2001-02-02 00:00:00-05:00,4406694301.399414
2001-02-05 00:00:00-05:00,4400806883.8237915
2001-02-06 00:00:00-05:00,4424316600.91275
2001-02-07 00:00:00-05:00,4218660916.4201965
2001-02-08 00:00:00-05:00,4195174658.098816
2001-02-09 00:00:00-05:00,4165776423.8045044
2001-02-12 00:00:00-05:00,4054162540.013733
2001-02-13 00:00:00-05:00,4177529999.447632
2001-02-14 00:00:00-05:00,4483067984.682434
2001-02-15 00:00:00-05:00,5305643072.031006
2001-02-16 00:00:00-05:00,5593559124.295715
2001-02-20 00:00:00-05:00,5035369112.614777
2001-02-21 00:00:00-05:00,5264509222.712494
2001-02-22 00:00:00-05:00,5487786473.631897
2001-02-23 00:00:00-05:00,5108809716.864044
2001-02-26 00:00:00-05:00,4994237096.012482
2001-02-27 00:00:00-05:00,4694589827.242493
2001-02-28 00:00:00-05:00,4201040816.166321
2001-03-01 00:00:00-05:00,4532998138.756256
2001-03-02 00:00:00-05:00,4096758163.786957
